year_month,monthly_total_precip_in
2017-01,
2017-02,
2017-03,
2017-04,
2017-05,
2017-06,
2017-07,
2017-08,
2017-09,0.3326773449999997
2017-10,0.9704729649999998
2017-11,0.6145672609999994
2017-12,0.6779531219999991
2018-01,0.8720477149999993
2018-02,1.3236227619999992
2018-03,0.3137796969999998
2018-04,0.7744098669999996
2018-05,0.6000003239999996
2018-06,0.1283465259999997
2018-07,0.3775592589999998
2018-08,0.4952758579999998
2018-09,0.33425214899999955
2018-10,0.47244119999999973
2018-11,0.7307090559999995
2018-12,0.9086619079999996
2019-01,0.5106301969999995
2019-02,1.0169296829999994
2019-03,0.3031497699999997
2019-04,0.3590553119999995
2019-05,0.7137799129999991
2019-06,0.2299213839999999
2019-07,0.6251971879999999
2019-08,0.3200789129999992
2019-09,0.22795287899999966
2019-10,0.4649608809999996
2019-11,0.3610238169999993
2019-12,0.8374020269999995
2020-01,0.8460634489999995
2020-02,1.1736226809999994
2020-03,0.43425220299999945
2020-04,0.6311027029999997
2020-05,0.35393719899999937
2020-06,0.8228350899999995
2020-07,
2020-08,0.39055139199999905
2020-09,0.5822837789999995
2020-10,0.826772099999999
2020-11,0.7011814809999998
2020-12,0.6244097859999996
2021-01,0.6279530949999997
2021-02,0.9594493369999992
2021-03,0.3393702619999997
2021-04,0.2657481749999996
2021-05,0.27913400899999985
2021-06,0.5775593669999997
2021-07,0.42677188399999966
2021-08,0.4653545819999996
2021-09,0.2889765339999996
2021-10,0.31535450099999973
2021-11,0.45275614999999975
2021-12,0.3720474449999994
2022-01,0.5818900779999996
2022-02,0.8224413889999995
2022-03,0.2055119219999997
2022-04,0.22913398199999982
2022-05,0.5011813729999995
2022-06,0.3086615839999994
2022-07,0.43818921299999986
2022-08,
2022-09,0.0
2022-10,
2022-11,0.1500000809999997
2022-12,0.33307104599999926
2023-01,0.7716539599999991
2023-02,0.40472462799999953
2023-03,0.48779553899999956
2023-04,0.6925200589999997
2023-05,0.5956696129999997
2023-06,0.28543322499999957
2023-07,0.2996064609999999
2023-08,
2023-09,
2023-10,
2023-11,
2023-12,
2024-01,
2024-02,
2024-03,0.34606317899999955
2024-04,0.2925198429999993
2024-05,0.6224412809999994
2024-06,0.5547247089999991
2024-07,0.23740170299999977
2024-08,0.3114112909966517
2024-09,0.5854333869999998
2024-10,0.1751969449999998
2024-11,0.6039342339983255
2024-12,0.5251940339983254
